subject,total_questions,correct,wrong,study_time,difficulty,current_net,target_net,predicted_net
trigonometry,27,14,13,33,1.1300279641679292,10.75,20.46888924759477,9.671762471044229
earth science,18,16,2,111,1.4886898906426151,15.5,25.3937056867396,20.026907306593053
political science,13,6,7,31,1.1097937239295206,4.25,10.003449437173416,2.898351854497864
pedagogy,28,13,15,118,0.795488087628493,9.25,23.644624933923815,13.523024602808384
curriculum studies,22,22,0,24,0.704562285768691,22.0,33.61350218725359,22.013523883895772
trigonometry,16,7,9,31,0.5751334707208269,4.75,19.406345173644837,4.86412973217094
finance,47,9,38,158,1.4037950869190374,-0.5,14.066968980002397,4.067511820669473
political science,47,46,1,87,1.0907760638699098,45.75,56.610342987166,50.809127733073716
nanotechnology,31,21,10,193,1.3320403541250654,18.5,34.96116176481529,28.931475978864885
molecular biology,38,38,0,60,0.7827792622608312,38.0,49.330812166356296,39.31762245015
creative writing,17,3,14,72,1.3012666898192784,-0.5,9.188644726054605,0.0
web development,28,16,12,102,1.1492121221124343,13.0,24.93715457710691,18.14718707995269
film studies,32,11,21,162,0.7573959862402304,5.75,16.259933095095988,14.758414351535125
physical chemistry,44,42,2,236,0.5290847873300861,41.5,60.98509905560287,53.20887653663637
media studies,30,27,3,165,1.3508109976521023,26.25,32.097826601454386,27.98924507064422
machine learning,38,3,35,184,1.2471118251907254,-5.75,0.41797489709804925,0.2484831551660278
urban planning,20,18,2,123,1.4205925139335047,17.5,30.910240210998335,22.97323563464293
architecture,42,17,25,223,1.448327857395718,10.75,29.868240155300533,17.765386634986502
electromagnetism,45,41,4,233,1.327462694745056,40.0,57.99982174685266,46.744587304067295
media studies,25,9,16,156,0.7688895594769983,5.0,22.112307169374603,12.314613462841514
compiler design,19,5,14,204,0.5926764376866772,1.5,16.887940094531956,7.795633504759043
calculus,16,13,3,34,0.958369467084581,12.25,24.571808023087268,10.667311480893032
political science,16,6,10,68,1.4090928912679,3.5,21.410444161161497,3.700196369920158
trigonometry,16,10,6,52,1.145049796133825,8.5,15.531874673665076,7.963145859328746
discrete math,28,22,6,96,0.8852951629317665,20.5,31.109120797427003,23.61371569550095
machine learning,35,10,25,170,0.7556225356811465,3.75,17.83813973595285,7.294267314150504
early childhood education,15,9,6,139,1.1667602016503653,7.5,25.154486539630312,13.612798640169455
analytical chemistry,21,13,8,228,0.6313777807680351,11.0,19.401655399279207,24.53779516067887
software engineering,25,3,22,151,0.8373151629229066,-2.5,10.17376227467885,4.676226191365782
meteorology,46,13,33,12,1.3726485490338458,4.75,11.55955548955924,2.331228395079799
creative writing,20,16,4,195,0.6901106002270855,15.0,32.84166876908471,18.78815707575392
robotics,24,4,20,97,1.459247002132071,-1.0,12.180179484335818,3.958823968315066
health science,30,17,13,222,1.1571142227370923,13.75,25.033204645279007,24.630282391176834
game development,16,16,0,204,1.2584053467680292,16.0,25.58435607626815,22.884151644995452
public health,20,10,10,50,1.2677226540421866,7.5,24.741975267686506,5.267549751537686
electromagnetism,16,9,7,139,0.642195240320042,7.25,21.085912737042953,13.987958004062374
communication,43,0,43,18,1.4143537336419851,-10.75,-3.5132440413297648,0.0
environmental science,27,14,13,161,1.0987885329448712,10.75,18.656348943659964,17.84354408976258
architecture,18,8,10,194,0.8789675997690909,5.5,25.250118780453317,14.526848135657978
math,41,8,33,157,0.5931207515631403,-0.25,5.936975616801078,4.681272308691647
international relations,32,1,31,42,1.3400618636093558,-6.75,5.5070825484715975,0.0
sociology,32,27,5,225,0.8284285719745602,25.75,31.955095729699053,35.46614491817018
linguistics,15,8,7,93,1.4164804547728091,6.25,20.713807222309452,7.9101507730364675
linguistics,48,25,23,61,1.0350440163912062,19.25,29.89749337191098,20.286894231230413
computer science,41,33,8,75,1.1748937387407588,31.0,42.16703138481224,31.377870593468323
health science,48,27,21,199,1.3677710640420604,21.75,34.82471842834179,24.989484611196
international relations,47,40,7,97,1.2828136182871552,38.25,54.830923546217846,39.31781335765202
human resources,25,7,18,157,1.4707883474808408,2.5,17.781315347655987,5.458797034464036
theater,31,15,16,82,0.8381390375866855,11.0,23.952408008278535,12.616507850148032
health science,41,8,33,140,1.0014276639447064,-0.25,7.710229918508176,1.0645743302636235
pedagogy,38,28,10,54,1.0121829522247943,25.5,44.32621163956986,27.19055344165932
fashion design,37,20,17,198,0.5791394181583641,15.75,29.042806959576517,22.044712733163774
industrial design,13,4,9,58,0.8007160267567341,1.75,19.063377272290914,4.128097723752724
entrepreneurship,34,19,15,78,1.46836476249434,15.25,25.015570065826168,13.568059691552861
literature,22,17,5,222,0.8637755212049437,15.75,28.28667125214228,22.57618397720465
electromagnetism,13,5,8,26,0.5366563136657282,3.0,15.985787663268038,2.9478628598016474
pedagogy,43,22,21,167,1.1832957680153848,16.75,29.40791202433442,20.60937532444899
cyber security,36,5,31,70,0.5779194193984369,-2.75,13.09532491459537,0.0
nanotechnology,22,18,4,63,1.0109435531848145,17.0,33.28375164530045,19.277035593285724
operating systems,46,8,38,152,0.535854191900127,-1.5,16.22804344271097,6.390868756115793
algebra,17,13,4,104,0.617343139473591,12.0,25.704963995807667,18.10726582539251
classical mechanics,10,10,0,206,0.8323078780767748,10.0,23.814591746965366,17.10108299909894
inorganic chemistry,12,8,4,103,0.9600860412934851,7.0,20.904604302845268,13.33879446106217
environmental science,20,0,20,221,0.5718093044023527,-5.0,12.183260647965206,2.8126459512244115
fashion design,31,3,28,223,0.6118808376424294,-4.0,9.679506702937324,4.647803552999225
calculus,36,13,23,215,0.7863043620391379,7.25,16.450891442833218,11.58309676983556
physical chemistry,30,19,11,156,0.9933680195330805,16.25,34.50732361618219,20.665088329801875
pedagogy,18,5,13,233,0.7952757836260892,1.75,20.804241478735783,14.342420605005788
dentistry,25,23,2,39,1.093573784019045,22.5,32.94858586042737,20.25651798486362
thermodynamics,33,12,21,188,0.6449203303426748,6.75,14.894034105372857,16.939343284772242
entrepreneurship,41,21,20,217,0.8809669288932567,16.0,32.41131399788257,21.730959725682546
geometry,10,4,6,98,0.6287320136751807,2.5,20.77905426488259,4.998313662394306
thermodynamics,36,35,1,132,0.9954014243214484,34.75,46.85476422185097,41.76208845374648
pedagogy,44,42,2,127,1.2976735753381876,41.5,46.79601631159206,48.36183115458547
operating systems,14,11,3,155,0.802948634821305,10.25,18.23646374045431,18.416703022678107
special education,12,3,9,133,1.3614614698884069,0.75,8.638352154532283,3.2645986896151977
discrete math,28,26,2,152,0.5836315156766004,25.5,36.69235153664106,35.87413728731665
accounting,10,5,5,13,0.7543411508282283,3.75,14.30919561567993,2.343987636057381
data science,44,13,31,28,1.468918455999324,5.25,16.787897647117795,1.9808662347931847
meteorology,43,9,34,231,0.8327687906751865,0.5,7.625634933839569,6.7340679689562855
accounting,35,1,34,231,0.9708587029135182,-7.5,0.14022146182950213,0.0
medicine,33,6,27,137,1.2543917632484773,-0.75,7.871279268662761,2.468459445991488
biology,50,32,18,160,0.995559812367148,27.5,38.261379135329165,31.98377141329058
public health,48,1,47,20,0.9550215961672589,-10.75,5.315952355651049,0.0
materials science,42,19,23,187,0.914488709842084,13.25,20.287400244638082,20.95713980926121
linear algebra,14,7,7,78,1.078786899431007,5.25,21.177715831193723,9.565312225376747
film studies,46,21,25,235,0.6925747337628895,14.75,23.049883491764717,24.89809523103228
dentistry,15,1,14,17,1.4749794306036264,-2.5,16.157341933313898,0.0
robotics,30,27,3,189,0.7589030970690825,26.25,37.449717430124906,31.23981800479534
software engineering,46,14,32,185,1.2417894970132544,6.0,11.44520977337519,12.008511830987572
evolution,43,8,35,102,1.173698162949444,-0.75,7.1695330433310325,2.879354331992873
earth science,40,28,12,144,0.9246105788617509,25.0,30.84860656690039,33.8964510288575
accounting,38,30,8,23,0.6598686543602372,28.0,34.770894020611074,27.39522522853872
media studies,12,2,10,92,0.6710339525079683,-0.5,6.747254812928636,4.382418801825088
organic chemistry,48,2,46,130,1.1071227203894005,-9.5,5.794434439950198,0.0
health science,18,15,3,235,0.9480782249393374,14.25,21.843530128694518,23.681361502843856
oceanography,22,16,6,181,1.1387014185422404,14.5,24.50334317907968,22.425650478377413
fashion design,11,5,6,37,1.2247059054200409,3.5,9.096600878309115,4.101777741112702
environmental science,45,27,18,213,1.1784447594991585,22.5,28.810689650898425,31.438061858044172
evolution,28,24,4,84,1.0071537925265086,23.0,33.25301358635647,26.96243211784626
translation studies,43,22,21,24,0.811999789181034,16.75,30.11712089303589,15.431980224599837
supply chain,31,1,30,214,0.7318283496521628,-6.5,11.87205146594421,2.744469901099279
industrial design,39,31,8,12,0.9607880782424103,29.0,44.594379250654434,28.236154674683313
literature,47,16,31,99,0.9072332641823184,8.25,14.513633897453754,7.953341786139605
economics,11,1,10,217,1.468053459114016,-1.5,14.784518810018053,7.812997683214336
game development,37,16,21,144,0.5316485801702625,10.75,15.789727441554344,14.528796961870341
chemistry,17,12,5,48,1.457190129419358,10.75,16.783716774202198,9.248790691562542
early childhood education,17,15,2,206,1.1860903486457652,14.5,25.013419750949986,20.91768005166225
foreign languages,29,11,18,144,1.29936081846221,6.5,16.138403695873436,10.395547625968948
foreign languages,23,14,9,143,0.7155503814736365,11.75,25.17760608272931,14.77367980401065
instructional design,11,9,2,39,0.9745923870293541,8.5,27.12163453011491,6.719329986633433
operating systems,44,20,24,148,0.7878122215387845,14.0,29.101364286178747,17.71813587795633
analytical chemistry,29,12,17,101,1.1629393148875538,7.75,27.63069359315471,7.264293655140175
data science,41,19,22,191,0.624890433602675,13.5,18.848896545559647,20.210023049008992
environmental science,31,18,13,139,0.9201646132007931,14.75,21.80301509366819,20.59013020957158
economics,30,25,5,152,0.5074955736566171,23.75,36.63758515262036,32.28195179701078
thermodynamics,22,7,15,167,1.0009877790463073,3.25,22.65464698521636,9.61791088877438
math,37,32,5,84,1.1248856756628154,30.75,47.92665658839577,30.961254264534276
genetics,40,21,19,144,0.6497729774853295,16.25,21.283798631358486,22.626418593495735
visual arts,18,6,12,11,0.8387166397287579,3.0,10.698229948042771,1.1927953284277846
game development,26,25,1,23,1.4872110122310707,24.75,40.23576705691623,24.63911621769043
astrophysics,40,30,10,199,1.2611960712167731,27.5,46.98456027871056,35.54942678002517
architecture,20,20,0,119,0.9352974919064176,20.0,31.912036111601854,25.362370298781507
quantum physics,35,6,29,83,0.6630321771789657,-1.25,5.569219854000948,0.0
calculus,10,3,7,66,0.9934015293429965,1.25,13.705276897293759,0.7518349528456012
robotics,34,3,31,188,0.8718642545588471,-4.75,12.49773280886155,0.4618749237562345
artificial intelligence,20,14,6,45,1.3824286163173327,12.5,22.14787848145136,11.45213129266672
cosmology,20,17,3,35,1.276644048782647,16.25,29.18579530583034,15.94837894305422
oceanography,43,7,36,237,1.235517986999251,-2.0,8.412571644284435,10.65592775292182
data science,33,28,5,210,1.1011025469002822,26.75,46.072473571203524,33.33149408220384
music theory,37,7,30,61,1.0927920574037469,-0.5,12.993511091843372,2.4506347157517565
creative writing,39,1,38,232,1.0017761640438534,-8.5,1.4715419224388189,0.0
fashion design,13,8,5,178,0.703566880682517,6.75,13.009232691584259,13.774263180941604
creative writing,16,9,7,93,0.5035902738227542,7.25,22.64190097118029,12.316162227178564
linear algebra,39,15,24,69,1.2931208738988362,9.0,25.650250415297073,8.94557489234235
communication,26,4,22,134,1.30574774946938,-1.5,7.046905443217007,3.786159081966341
instructional design,40,13,27,172,0.894333643943839,6.25,21.71449733577723,11.628469477662682
public health,38,38,0,169,1.0823158483608306,38.0,55.156853880933554,45.66153644910311
analytical chemistry,16,11,5,134,1.2837939128862064,9.75,19.10523043365236,15.350528093844009
geography,28,14,14,111,0.9870907270631682,10.5,27.266833113357237,15.458953769973334
fashion design,30,12,18,171,1.4525872423919877,7.5,21.135814049319322,14.485053049279726
sociology,28,11,17,202,1.150014500525511,6.75,12.34535426246341,18.34312644629277
data science,30,9,21,202,0.7671428163979285,3.75,19.354892405606762,8.846049421379012
graphic design,23,15,8,112,1.1774315261344936,13.0,29.205527710159537,16.778137222333072
film studies,10,8,2,235,0.8740302398327053,7.5,14.999540511386176,14.033280791287426
industrial design,41,3,38,69,1.1609880833928607,-6.5,6.279257208725882,0.0
molecular biology,13,5,8,77,0.7487406690427546,3.0,15.233862637254632,4.794823353762378
mobile development,18,12,6,94,0.8608094595597422,10.5,24.066668241064797,13.386745180001588
film studies,49,12,37,39,1.3422420515299804,2.75,14.171123192663568,1.5967407728748748
business administration,20,19,1,24,1.2563199164360048,18.75,30.943125935997553,18.018325713510137
marketing,24,12,12,119,1.4884476704618637,9.0,28.06494177321805,10.595908074678167
theater,31,6,25,217,1.4113366447544875,-0.25,11.891236462783048,6.852474363638015
analytical chemistry,18,3,15,212,0.7941162214148009,-0.75,18.964960979429524,4.474715864847149
economics,32,27,5,183,1.4202125942929404,25.75,39.071204600114726,34.59234729735935
oceanography,29,29,0,24,0.6803912921386445,29.0,38.967864018898155,29.19081886758801
mobile development,44,25,19,91,0.7077652462513094,20.25,30.664004081907127,24.060080560972775
geography,46,40,6,221,0.755159693361203,38.5,51.36521373442133,53.180358844759695
earth science,17,7,10,76,1.0016982823734182,4.5,16.058476326065882,4.917100262976449
biochemistry,42,30,12,67,1.3264577524080186,27.0,42.110471306865136,30.586336848358027
medicine,45,33,12,213,0.5887115394963293,30.0,43.089757176251155,37.908218885564416
health science,24,11,13,89,0.8345088064934338,7.75,22.00384586906289,8.693484842385443
supply chain,36,8,28,25,1.4780296838679252,1.0,10.735009141417745,1.2693506128576924
visual arts,43,41,2,158,1.356172852330442,40.5,50.455600159904705,46.060821071876795
ecology,37,11,26,96,1.3227967257275004,4.5,16.79161850148686,5.960560405041225
sociology,36,22,14,172,0.8655205842042809,18.5,31.119955883271867,28.6691420680195
optics,28,13,15,191,1.466796807583457,9.25,23.160683075437802,15.669674287239898
industrial design,12,2,10,35,1.4683752263437653,-0.5,9.903650979580325,0.0
computer science,17,6,11,67,0.8849060605469784,3.25,18.556831085115306,4.098180036194182
health science,41,39,2,95,1.070117164942948,38.5,47.82000041201876,37.44751023315599
management,26,24,2,86,0.9965973391345996,23.5,30.66977288921092,25.380234720073833
software engineering,20,4,16,111,1.1416901322574426,0.0,5.293283144156963,3.283032770076756
music history,27,15,12,16,1.4146687312084651,12.0,21.27587140412684,11.059515388010324
health science,12,10,2,69,1.3337741474236544,9.5,22.083653790627963,10.691102112491299
supply chain,24,1,23,195,1.135668128705051,-4.75,10.137469295527314,2.0902809591361935
physical chemistry,35,23,12,235,0.5085089713261701,20.0,27.081609244247062,33.471562672418315
medicine,10,1,9,181,1.1276946346825136,-1.25,10.593826318192384,0.20628268361932456
data science,28,5,23,102,1.2566033891266697,-0.75,11.90208076585001,2.1910675140580573
quantum physics,37,1,36,59,1.004758007761432,-8.0,6.539326919462809,0.0
medicine,27,7,20,26,0.8508424316531884,2.0,19.194092791405318,1.4548355808010078
medicine,39,9,30,50,0.8683168362987815,1.5,6.988423032832495,4.170097066835607
chemistry,15,0,15,120,0.6592982889615921,-3.75,4.16564632613603,0.0
game development,24,12,12,35,1.0287820847869398,9.0,28.541691143047462,9.663050073702745
inorganic chemistry,20,6,14,53,0.9029867056669331,2.5,19.546305145600385,3.8264687786836777
history,40,12,28,93,0.8148749924066127,5.0,18.288913589901092,6.930582570988741
marketing,32,5,27,148,0.762652695256876,-1.75,12.84286202860337,6.713601823164589
inorganic chemistry,20,1,19,75,1.1440504535328382,-3.75,16.158836766438885,0.0
finance,31,19,12,198,1.4445353282283353,16.0,33.79066282244733,25.66727477889196
geography,10,8,2,186,1.3871768956231052,7.5,26.174654308565344,16.75135730723584
machine learning,16,12,4,188,1.4411489392561125,11.0,25.086659901329895,18.566684294575005
